image,R_z_mean,R_z_std,R_z_skew,R_z_kurtosis,G_z_mean,G_z_std,G_z_skew,G_z_kurtosis,B_z_mean,B_z_std,B_z_skew,B_z_kurtosis,severity_mean,severity_median,severity
1,0.2110384434130734,1.1135137334964385,0.150698235112042,0.7395521352886476,0.2492437454651941,1.0711340550322035,0.0626673318673965,1.4780549967002736,0.2056085724352347,1.1262071538140708,0.3222593107059078,1.755400946632153,1.1036183141142375,1.1135137334964385,1.1135137334964385
2,0.1205567631800016,0.8724377105932243,0.0837806574255447,2.645765136963722,0.1221466995712619,0.8733420518593643,0.2864376930583203,4.716563842407209,0.1345544265984695,0.8659300945228439,0.3507921353690011,4.881276366285302,0.8705699523251441,0.8724377105932243,0.8724377105932243
3,0.2264510233143256,1.16995467006133,0.3376825754712047,0.9094443157704704,-0.2040985594762218,1.1563830980745842,0.2871430559754259,0.8280246365850803,0.2885777687474143,1.1717310792125517,0.5493130440016637,2.683528316809226,1.1660229491161553,1.16995467006133,1.16995467006133
4,-0.0555598824242398,0.471737131087787,1.2617302281919958,20.55837599032032,-0.0550963926442217,0.4805777506635936,1.970702742882209,39.46263936264268,-0.113403702587098,0.467075480123657,2.6763407005497104,58.63689231639067,0.47313012062501253,0.471737131087787,0.471737131087787
5,0.0709666335946915,0.535408748953347,0.3145569570480558,4.390397798453554,0.0111056574520449,0.5231371923673289,1.147140835076376,20.5435615601796,-0.1181068706453529,0.5116566390986166,1.588748006032079,31.045260219039328,0.5234008601397642,0.5231371923673289,0.5231371923673289
6,0.2762182715653561,1.219643037917811,0.2626899872628022,0.7721181730356479,0.2515563097212558,1.1946597749861965,0.2815525062140213,0.9897051495677922,-0.2205127151478063,1.1744036297370517,0.6035507931247651,2.429406479494157,1.196235480880353,1.1946597749861965,1.1946597749861965
7,0.108686991288599,0.9655558135367006,0.0336630548931379,3.1757139388365774,0.1095347753713939,0.976879709800326,0.1671832438651944,4.94108448292933,0.0981892001167187,0.969696145888771,0.2294190733159269,5.806427670454818,0.9707105564085993,0.969696145888771,0.969696145888771
8,0.0947650523355066,0.8574909678694085,0.3011083822122615,1.222264676390127,0.0977935316465014,0.8793171077611397,0.3672401893378661,1.7759001203780178,0.1524318598085108,0.8846750213650435,0.4040706015837421,2.2417852460786545,0.8738276989985305,0.8793171077611397,0.8793171077611397
9,0.2431305869065638,1.0841185174832664,0.0627049246262923,1.3802980634286843,-0.2231341205797026,1.0818569111408205,-0.1549502776147852,1.453043635813512,0.1472264340800637,1.100520682944591,-0.3973070997954877,2.4761479244985187,1.0888320371895592,1.0841185174832664,1.0841185174832664
10,0.2227467072561131,1.2255835344965265,0.4235871119770087,1.441599212004105,-0.2413080685786937,1.1738716879172628,0.4687870531003763,1.9047246127178497,-0.1728728295608041,1.159006578256553,0.7335838268718812,3.3631259447229755,1.1861539335567808,1.1738716879172628,1.1738716879172628
11,-0.2364681942653422,1.061975610094688,0.5527006235450109,2.75212034553131,-0.1760569008202129,1.0838445084069832,0.5210843272859516,2.8240532337684776,-0.1299279669656263,1.04943919915011,0.7900503830720077,5.619159596189181,1.0650864392172605,1.061975610094688,1.061975610094688
12,0.0920675284595201,0.8166818912627493,0.4890809142298678,5.628512786968104,-0.1025801282978931,0.8330142940783323,0.7574816237105044,9.043820149285754,0.0599613894624524,0.8026545594202869,1.0731820608614957,14.766382989227813,0.8174502482537895,0.8166818912627493,0.8166818912627493
13,-0.0181676406424214,0.7473949323667922,2.4680503369565416,41.22908168228236,-0.2213998306525758,0.7432234920953111,2.9193221386942727,51.96984426672845,-0.0085183919087545,0.7354836132530425,3.0599622199896355,55.460029944077526,0.7420340125717152,0.7432234920953111,0.7432234920953111
14,-0.1959613472576627,1.1415513659694982,0.7155853584476723,2.397874034275011,0.3770967136889032,1.167439916272368,0.8229437427950946,4.506838187897825,-0.1138009287770468,1.085815416667603,1.2187057788703028,7.604505455585711,1.131602232969823,1.1415513659694982,1.1415513659694982
15,-0.1138593913253681,0.8541837309472117,1.1558435117266423,12.654556297146456,0.1514861681197196,0.8903926663642866,0.9994815105753804,11.344955741861773,-0.1357155888790323,0.8649571204052556,1.2665563943749978,13.290166785489994,0.8698445059055846,0.8649571204052556,0.8649571204052556
16,-0.1790151242350071,1.240633560271749,-0.1224137673549982,-0.0229836833935652,-0.1452042535937571,1.2490527927121844,-0.0477824842884764,-0.0249056598232133,-0.2040830162072093,1.235008591470041,0.0536785736848629,-0.0724788080999903,1.241564981484658,1.240633560271749,1.240633560271749
17,-0.1132500313088367,0.8368970857771794,0.1168139804780336,2.1132156912910176,-0.0862917360040532,0.8390743571501175,0.1156308647760153,2.7949144349892574,-0.0831977248795694,0.8430095951987129,0.283856438628336,4.480372395615852,0.8396603460420032,0.8390743571501175,0.8390743571501175
18,-0.1342410391999959,1.213337794055492,0.2677956993073581,0.6409066671258397,0.3173221012861689,1.1922010992267698,0.3279591000557211,1.4190344007158415,0.3386498124465612,1.214148883411866,0.4210050082865462,1.4444756015050515,1.2065625922313759,1.213337794055492,1.213337794055492
19,-0.1893329998055498,0.8453061531634464,1.046936649829676,10.2368400946137,0.1544787740848038,0.8609493461814647,0.9551953802671702,10.678929066166807,0.079870899141982,0.8260956636533594,1.9677349195565728,27.283516996743053,0.8441170543327567,0.8453061531634464,0.8453061531634464
20,0.1435481766253118,0.7681281221950583,0.3751868138380692,5.834828708340311,0.1198260838059742,0.7776645287349571,0.4323142739379716,6.785179924825714,0.1025345945073088,0.7657688792076879,0.5634764447297208,9.302462012003984,0.770520510045901,0.7681281221950583,0.7681281221950583
21,-0.1572648103801204,1.043959870845047,0.8741685063440132,6.447088083736714,0.322790707247045,1.106304356876785,0.5838328390393601,4.417688868086652,-0.2257367134631206,1.019678869335029,1.0255456393973774,9.430042515038895,1.0566476990189537,1.043959870845047,1.043959870845047
22,-0.1425582350352491,0.7632083179328683,1.0806354470300634,13.646217301770276,-0.1379511496423044,0.7555914868778114,1.360810873765638,19.76231096619543,-0.1265827396428819,0.7776844565456991,1.2672844517823585,16.36560168324692,0.7654947537854596,0.7632083179328683,0.7632083179328683
23,-0.0618271450693997,0.515088878333452,3.253016212754732,67.96108261528427,-0.0904333953283067,0.5237633020412751,3.39400201408914,73.89620337453057,-0.0700236190155655,0.5356438044119926,3.6351356491746087,78.51720351327691,0.5248319949289065,0.5237633020412751,0.5237633020412751
24,0.1967742455429131,1.2171950449988873,0.0442637892889778,0.7731748765629756,-0.1937235790438319,1.2146934398443432,0.0695211338541305,1.368265073241135,0.2927262407642503,1.2186152878869927,0.2904952552828596,1.467622930462067,1.2168345909100744,1.2171950449988873,1.2171950449988873
25,0.0805902687970033,0.9375029722472852,0.0045853167691482,2.179661839150872,0.1201434260565429,0.9421873088730311,0.0976796775655482,2.907780421005831,-0.0975044876405924,0.9397146638406906,0.1960584285815479,2.756563825313557,0.9398016483203356,0.9397146638406906,0.9397146638406906
26,0.112965900756392,0.8499251462429648,-0.0630586860507203,0.2103734021563137,-0.1066772803682959,0.8547462103069285,-0.0209236676326175,0.3918700042582896,0.0951038689189118,0.8361371198777363,0.2346787049364469,1.550017258099362,0.84693615880921,0.8499251462429648,0.8499251462429648
27,-0.1853432163075897,0.9078644367263634,0.6561299623449901,4.987038998031112,0.0885572241829796,0.912027635028668,0.9079371249636972,9.557038158552649,-0.175086460362725,0.8890916763560447,1.2575444646295229,12.540233049782112,0.902994582703692,0.9078644367263634,0.9078644367263634
28,-0.0571685797823132,0.4742839165599703,3.838002658609466,88.78253375091718,-0.0770410340049853,0.4742470820773592,4.562629273009621,113.41872240868302,0.0181094045882002,0.497582858949173,4.901071521101651,123.42392431774402,0.48203795252883425,0.4742839165599703,0.4742839165599703
29,0.3206727160551882,1.1638577870971565,0.8591284752298315,4.785523352925279,0.2670836673634961,1.1040429170560146,1.0920490941743588,8.334179635745757,0.3396504726419994,1.13558385827009,1.1174701424577298,7.614507952158721,1.134494854141087,1.13558385827009,1.13558385827009
30,0.0955163151406026,0.7908523023126072,-0.7970768215747991,0.0518427362357454,0.0616285481692995,0.8003541425691472,-0.719040560467581,-0.1271207943054415,0.2201424362076942,0.7921288291691372,-0.5671105448263618,-0.333224177617208,0.7944450913502972,0.7921288291691372,0.7921288291691372
31,0.113398011969404,0.9341179382804524,0.2414008143613699,1.0866627220362357,0.098922962374761,0.952163584660524,0.2070241857406261,0.9902410911960744,0.1244423990742337,0.9250427188381688,0.5719780036003511,4.4976723860175065,0.9371080805930484,0.9341179382804524,0.9341179382804524
32,0.1224217088844112,0.8599499103779575,0.4274020077371341,3.652762164083884,-0.1497841314374456,0.8772104178438019,0.4298612140498179,3.626495091771683,-0.1494715239742939,0.8571084375622307,0.6222314540179139,5.665752119717748,0.86475625526133,0.8599499103779575,0.8599499103779575
33,0.3813410786299881,1.260283240965954,0.5905481739334362,3.0903533717822764,0.3395217488474419,1.228323136990939,0.7037334036025317,4.8291890528494825,0.3581097135844772,1.246939019979685,0.7236295014069299,4.264913499905833,1.2451817993121927,1.246939019979685,1.246939019979685
34,0.2543944722613928,1.142152303179467,0.6627246704708356,2.877428619907908,-0.2306759136740185,1.0926202703257577,0.93980040677068,5.185664361229017,0.2538052716267122,1.1420454716794235,0.7103415826619667,3.1589381004473465,1.1256060150615494,1.1420454716794235,1.1420454716794235
35,-0.1483502463155816,1.206747168243519,0.4407364210914603,1.465824773878957,-0.2169189888583736,1.1926704625009776,0.4427157613811844,1.810379787851412,-0.1335621739718381,1.1433066108423209,0.7266666517785703,4.620202832753886,1.180908080528939,1.1926704625009776,1.1926704625009776
36,0.1267885139386361,1.2315807374614651,-0.2644955452438269,0.5199516832105577,0.1380037908435896,1.2312728574245029,-0.1969402287267927,0.4580072229437233,-0.138107976914635,1.253450685186184,-0.1007325180921302,0.3423690925209364,1.2387680933573841,1.2315807374614651,1.2315807374614651
37,0.0924774005379759,0.8723210703148772,0.1426120442693982,1.1806798257514073,-0.1027874561864582,0.8927374439467008,0.1654232462783864,1.4425188247777347,0.1018238303947715,0.8724590208763536,0.1672388421474948,1.8383823187374928,0.8791725117126439,0.8724590208763536,0.8724590208763536
38,-0.0748733809331922,0.4926031673789838,2.4485731879922854,49.409023052873145,-0.0352097943527305,0.4933853413401734,2.592839596169829,55.16330990031589,-0.0826364924993307,0.5120122485972726,2.883102344289445,59.85169656687556,0.49933358577214326,0.4933853413401734,0.4933853413401734
39,0.2169355935857057,1.0633759046513638,0.1050512380054563,0.1339533701245665,-0.2143999065538691,1.0566095805041311,0.192465451854028,0.3314156185783736,-0.2047213621483352,1.0727546872708962,0.2490494864337022,0.5123543249551354,1.0642467241421303,1.0633759046513638,1.0633759046513638
40,0.2269951903232528,1.1301474947274035,0.378966774149625,2.8877736052990635,-0.14217514115653,1.0772061095168333,0.4759248385569365,3.829950268643072,-0.1593615331025324,1.0810990786993138,0.5567869792419432,4.564527271095978,1.0961508943145168,1.0810990786993138,1.0810990786993138
41,-0.1591384411730199,0.9047260248152852,0.524913997335083,5.225038497735236,0.0561502473519095,0.9298247753279087,0.551587104420338,5.994191811332275,0.1051785532503138,0.9014355731979428,0.5735794069694164,6.680752120473816,0.9119954577803789,0.9047260248152852,0.9047260248152852
42,-0.1447555630161411,1.1306222303883908,0.195889126869194,0.5566772710168708,0.1857953242013569,1.1416232207613346,0.2406404851132211,1.3080954967273015,-0.1169698065688763,1.1118350512863344,0.4716098823338584,2.4628894590993475,1.1280268341453532,1.1306222303883908,1.1306222303883908
43,-0.1871425788140695,1.229648273286486,-0.0261115323814858,0.3401229491939537,-0.1602980070121831,1.2327116704926273,0.0586272387192888,0.545856630640599,0.1277705679105078,1.225081098697343,0.0879414629116094,0.4788057006067303,1.2291470141588188,1.229648273286486,1.229648273286486
44,0.4055446729030532,1.2496746059838877,0.5891114951896126,2.340418320983676,-0.1825584632138603,1.1388862090534946,0.8964833464365531,5.359739768247199,-0.0428445496322859,1.124319394418421,1.1524369162792985,7.4096077335281745,1.1709600698186013,1.1388862090534946,1.1388862090534946
45,0.1048831466553056,0.7683589385328544,0.163827816014825,2.241730105190106,-0.0883547438189392,0.7583305732078472,0.5452732588158614,7.19790804598194,0.1281368342856088,0.7666932740152291,0.4632929908036157,5.804796699870328,0.7644609285853102,0.7666932740152291,0.7666932740152291
46,0.2210237464264772,1.164747086364314,0.3862707422650603,1.924939315842792,-0.2012735085632855,1.1384001264497692,0.4474589114376661,2.0732213145359646,-0.1894124167028737,1.1281262474704608,0.5666228141265954,2.4601865524604696,1.143757820094848,1.1384001264497692,1.1384001264497692
47,0.0237522971624046,0.4834380375812671,1.0588933692884943,17.850179813561258,0.0466382071501461,0.49442387770529,1.1451018878877948,20.70707149189204,-0.0785996630767777,0.4906632677805814,1.97339077238552,41.030421916940575,0.4895083943557128,0.4906632677805814,0.4906632677805814
48,-0.1707155539542952,1.1938467045316783,0.5479391453269488,1.653586713373758,0.3005923992365382,1.2106759809004162,0.667462358025556,2.603358004467273,0.2461955175740084,1.2111321770418864,0.7174823392223801,2.734821606678689,1.2052182874913269,1.2106759809004162,1.2106759809004162
49,-0.1629894642025623,1.1429067364241876,-0.2471160082726238,0.6143024142482894,0.1698869925275248,1.1200606446923027,-0.2393022797645495,0.7827266927650891,0.1568198658790021,1.1339737147632225,-0.2123216358179453,0.7766493348182366,1.132313698626571,1.1339737147632225,1.1339737147632225
50,0.0949882966709784,0.9236726877851004,0.6052860173416,4.670496460401351,0.1019884475016389,0.9455600872873348,0.5877815390470659,4.794856015997581,-0.1842029884767794,0.9099056817624104,0.9658571254657408,8.843023173688916,0.9263794856116152,0.9236726877851004,0.9236726877851004
51,-0.1880908707654471,0.6004837934417665,2.236673944371164,36.71955688795017,-0.1929430081863856,0.6279767433079326,1.7697199764309184,27.14044077551693,-0.2628059101709116,0.5938850076158196,3.420095628496871,65.45121469866842,0.6074485147885063,0.6004837934417665,0.6004837934417665
52,-0.1814825386272364,1.2535943046751092,0.3576569972718428,0.6290311160022557,0.2589306975500122,1.2450323477857703,0.2617017683337566,0.7513442529569976,0.3137195764922785,1.275569720747004,0.4724690287134804,1.4951219331921075,1.2580654577359613,1.2535943046751092,1.2535943046751092
53,0.1894012221005204,1.1773278936725695,0.0909352207831534,0.4354281683497851,-0.1422119940235623,1.1599366747696136,0.2293718020197353,0.8444264340033727,0.1680846694641274,1.1752780911248304,0.245518275524927,0.8098788469295748,1.1708475531890046,1.1752780911248304,1.1752780911248304
54,0.0149061586630323,0.5855472973954647,1.028661039096981,17.825984001700743,-0.0834437289023206,0.6042873300681462,1.1794173362827185,20.14217344707702,0.0020867832507386,0.5900214479139739,1.1227601835632468,18.642681407601263,0.593285358459195,0.5900214479139739,0.5900214479139739
55,0.1749112426448413,1.0722110850416735,0.2840702686032928,2.280938927082904,-0.2628285821678632,1.0379588008137726,0.3910362661055824,3.3563924100244016,-0.244836071562935,1.0111361783541095,0.6490975998763637,6.226685632987941,1.0404353547365186,1.0379588008137726,1.0379588008137726
56,-0.0639794819210635,0.898528363404182,0.1170395107591871,1.171420560830767,-0.1218314396004726,0.9092666546746392,0.2862735087375922,2.4937384877804813,0.0756929272807875,0.8871245058577661,0.3013596936658859,2.684858059191632,0.8983065079788624,0.898528363404182,0.898528363404182
57,0.2358570857686503,1.2484028784315546,0.518904684664165,1.9952275947970648,-0.1296964853856835,1.1975968940511177,0.7222287283748002,3.7213953560194257,-0.1568419438314556,1.208139322615564,0.7291361144727648,2.9278962425428228,1.2180463650327453,1.208139322615564,1.208139322615564
58,0.2502428222693397,1.2349097985191304,0.2388012460623637,1.5220015020925564,0.2578134337419991,1.2303075696678265,0.3502284397520793,2.253027207155016,0.2810143262015779,1.2370021918661565,0.3501519969088616,1.703598682897722,1.2340731866843713,1.2349097985191304,1.2349097985191304
59,-0.087592432836987,0.4953289563579425,1.1404627533780205,17.320523777318538,-0.0862195144021323,0.5107143526397243,1.07991804014869,18.82566078552389,-0.0476421347604567,0.5153886143893142,2.960386458060756,61.65343055736247,0.507143974462327,0.5107143526397243,0.5107143526397243
60,-0.0056554104797424,0.5744961451985298,0.9858989689253486,16.050068728041236,0.0209657339038022,0.5914814946320304,1.1117453836515552,20.175265982938107,-0.0900504399102407,0.5813411350261203,1.3495269355295267,23.780776641733564,0.5824395916188935,0.5813411350261203,0.5813411350261203
61,0.0739079384112796,0.9407969334714568,-0.0376129235770809,0.4320227987832483,0.1123144942586619,0.9601151096176808,-0.1302254192602921,0.354962795060235,-0.0807839078216084,0.9280571935727054,0.2386003830687006,1.5484580557722456,0.9429897455539477,0.9407969334714568,0.9407969334714568
62,-0.1714451151585549,1.238987850461135,-0.0748768163724535,0.6202635705388126,0.1363987146341896,1.2225559980675662,-0.1682619671903777,1.2266569692861946,0.1564655856357366,1.23633994945441,0.097074082660157,0.947089341675274,1.2326279326610372,1.23633994945441,1.23633994945441
63,0.1417415887271794,1.1737789906789533,-0.1079973727457909,2.574393537842118,-0.3011938548045325,1.1539694155387217,-0.0566514911937149,3.346724521734995,0.2031352802227073,1.1798200121289544,-0.0908173938158188,3.0353737423007887,1.1691894727822099,1.1737789906789533,1.1737789906789533
64,-0.1078508313630886,0.9371091287196258,0.3199865960498812,2.4667308067645357,-0.1125366037621109,0.9519094054498916,0.3278607798929155,3.2323267142552385,-0.0752481542156023,0.9327351011568888,0.4988639130389805,4.07439095775776,0.9405845451088021,0.9371091287196258,0.9371091287196258
65,-0.1847055678474309,1.1445324766981575,0.4428535204552416,3.328622798054248,0.268256236412541,1.156909403025252,0.4266121389576843,4.853640941456218,-0.1956135895015209,1.128149407900933,0.4782121833820263,5.288356346289667,1.1431970958747808,1.1445324766981575,1.1445324766981575
66,-0.1330736930301101,0.8248476166275676,0.3680061268761249,3.2888915976741417,-0.1359902923345587,0.8314247073917739,0.4154197869591743,4.336491277660428,0.0866781074324503,0.8262537628303542,0.538842212758286,5.36082082877839,0.8275086956165653,0.8262537628303542,0.8262537628303542
67,-0.217334727930746,0.6107341415313532,3.3482693576393303,61.529179371525615,-0.0682358605899879,0.6406363604019379,3.2087625626172334,59.49825482925762,-0.2674731236808352,0.5854786196821663,5.718808829227501,126.15626477168178,0.6122830405384857,0.6107341415313532,0.6107341415313532
68,-0.1965294146014678,1.0620458130138792,1.245058518676071,6.949315558647264,-0.2415675016184005,1.0849409652605524,1.230038068883693,7.649032618500257,-0.1009337505431056,0.997490943133228,1.8357009074614528,15.583727184574132,1.04815924046922,1.0620458130138792,1.0620458130138792
69,0.1578733680496019,1.2542040583543828,0.0361426160147008,1.1872346615024183,0.2134728097119263,1.2318486928013583,0.0088980542678063,1.3670650918346707,-0.1706857039754624,1.24108525592909,0.1283168626798456,2.0075878168409425,1.2423793356949437,1.24108525592909,1.24108525592909
70,-0.0919073388776262,0.910258525453374,0.0245876900117776,0.9312192736295444,0.1196393597651465,0.9142694104475144,0.0249750940398283,1.0802674072478888,-0.1177091117513866,0.9150506775674412,0.0124376199279038,0.7241812098236524,0.9131928711561099,0.9142694104475144,0.9142694104475144
71,-0.1468541438500313,0.8472290912416631,0.8965960483211193,10.084037861311606,0.0804061895838451,0.8585697785309073,1.0081806840206191,12.896939108813894,0.046725513358384,0.8318436292619276,1.245422524422882,17.12577320821107,0.8458808330114994,0.8472290912416631,0.8472290912416631
72,0.2485971909089689,1.1539539820055549,0.501619759224244,2.959731848860807,-0.2000080593406788,1.1470071480249582,0.5735225367932958,3.14455111814398,-0.1357972122856687,1.1401458837105207,0.5656840083041131,3.0443330592490048,1.1470356712470113,1.1470071480249582,1.1470071480249582
73,0.0137030570114628,0.6201027273807035,0.9925026371064124,19.2632012536526,-0.0022458411264601,0.634103261141058,1.2270976926408823,24.738731354255805,0.0026237230519047,0.6169606712006681,1.189164331482689,22.41493249306569,0.6237222199074766,0.6201027273807035,0.6201027273807035
74,-0.1776011380564804,1.2009906956685974,-0.0808714119320874,-0.3935823269768113,-0.1694405951553134,1.190443233685803,-0.0676521183386914,-0.4184244123504244,0.1099718925534298,1.1725350160119377,-0.1005382165916476,-0.4338474651728559,1.187989648455446,1.190443233685803,1.190443233685803
75,0.1781025231385828,1.1554826921162331,0.235896784740655,0.2511078755267224,0.2812503773561915,1.163695107725764,0.2972789766539004,0.4901649497912403,-0.1682597045284398,1.1602031487780902,0.3893176003079989,0.6180547605935729,1.1597936495400292,1.1602031487780902,1.1602031487780902
76,-0.1107727017364341,0.5929433086281547,2.8248297507760207,53.07430975944887,-0.2130452466397844,0.6114935963847532,3.226722203276007,63.89096544357784,-0.1090157767859633,0.583410814854973,4.711415265610251,104.34993945732352,0.5959492399559604,0.5929433086281547,0.5929433086281547
77,0.1770913407163293,1.2270554482878606,0.1865096173999852,0.0477952072356577,-0.1486808661259803,1.212375548456366,0.2746742872297753,0.2232246657700933,0.2164832368622436,1.2624855079254014,0.2837693608568465,0.269935304527797,1.2339721682232092,1.2270554482878606,1.2270554482878606
78,0.0236446237016058,0.550457239401059,1.0750098886387986,15.453580194853746,0.0792266031440743,0.5660007135070242,1.058715228472937,15.99843089751812,-0.0447276552610139,0.5609834539588535,1.4907220657121187,24.76728614337693,0.5591471356223122,0.5609834539588535,0.5609834539588535
79,0.1162980637385264,0.93148090281405,0.5944254065818277,6.691158859115237,-0.1953589423606924,0.9285042538760164,0.7711579659890445,8.942239882819859,0.0801620796560239,0.9283903007618548,0.9065267011982096,10.870242151590922,0.9294584858173071,0.9285042538760164,0.9285042538760164
80,-0.1725142706164394,1.102031239701893,0.9912732584678128,5.513017810104476,-0.2327169039201842,1.1689964716844954,0.7782348781306213,3.543388710199784,-0.125934701783584,1.0708181833343624,1.265753411324118,8.771600205931447,1.1139486315735836,1.102031239701893,1.102031239701893
