epoch,train_charbonnier_loss,delta_psnr,delta_ssim,score,epoch_time
1,0.03301248224148446,8.822874007029302,0.3858413604076901,0.5072515044442482,299.8684949000017
2,0.032243762504430895,8.785113624805557,0.3822465677025752,0.5043031720732524,287.5463756999816
3,0.03179882308366992,8.970082316631672,0.39573109508168086,0.5170957306979392,288.1288237000117
