image,lag,R_horizontal,G_horizontal,B_horizontal,R_vertical,G_vertical,B_vertical
016,6,0.012919832770841943,0.005941663687325304,0.010124616499457397,0.011192423768986768,-0.010700206015474518,-0.006932378531164848
016,7,0.011821013399657543,0.014080579711458235,-0.01307697731173128,0.007379527862529128,0.015113320505672144,-0.004038360839119612
016,8,0.013176648629474331,-0.017511890436452862,0.010121272530201654,-0.0174711915097881,0.010080175304824225,0.005736143624917201
016,9,0.02068556731295811,0.0075976020462698805,0.005924565884175813,0.011878648503458754,0.0049298854742362164,-0.00029138480529970957
016,10,0.022959352854392125,0.03454602869965815,-0.004961934119881632,0.03108958238238289,0.012715847029718856,0.01832040358407257
017,1,0.043110612030077725,0.017348267103718333,0.03685402380196316,0.018009815688674803,0.03256368826465673,0.04667311731739211
017,2,0.02925295985902925,0.03388157387530637,0.00878103402659021,0.019774208154904126,-0.0036013530993902823,0.06941743691537935
017,3,0.012258458936892265,0.01061820383999406,0.015589242569125271,0.03229487028369404,0.0352445553924192,0.02364997676076129
017,4,0.008607657300870358,0.04061177924918698,0.009376012444646236,0.022518880169437594,0.03943214762351547,0.026721533099285853
017,5,0.011159613126139861,0.011332725560632936,0.023189622532423525,0.03628532127315789,0.042242973509076444,0.03460865623522288
017,6,0.025234685369601755,0.03944740141084652,-0.0011082030713084159,0.016595419286841592,0.03217750889794466,0.020963236387182293
017,7,0.031072659908147084,0.004520545403091815,0.03779186812416973,0.02000668381680374,0.02266422908252762,0.022662924780422658
017,8,0.03006077066591147,0.022524389993518218,0.012835803857139136,0.020734175023621633,0.017923458646978568,0.03703346591862466
017,9,0.029839153077770374,0.024423610063814882,0.020223613256040614,0.03024231418411475,0.01484771444690432,0.047162797356850555
017,10,0.032449159479522566,0.024869200310599554,0.026218585952833582,0.022015324220810935,0.05338460991712414,0.023152634484607595
018,1,0.02038565899762447,0.011875610535709773,0.007743705380683779,0.023392183299070085,0.050943703427853204,0.044564521946835814
018,2,0.04338233111012994,0.030478948085747144,0.024494471465484755,0.0230082746735508,0.03171665743276045,0.029091170991891714
018,3,-0.00027650394590131235,0.03942947705812367,0.018435112799834036,0.016191970627837053,0.042049936411347286,0.019092600391040937
018,4,0.005192678499331102,0.019320766556533805,0.0321043928715041,0.01355268744589279,0.015472127798618106,0.03266163959529771
