image,R_mean,R_std,R_skew,R_kurtosis,G_mean,G_std,G_skew,G_kurtosis,B_mean,B_std,B_skew,B_kurtosis,overall_mean,overall_std,psnr,ssim
417,-0.43318626,27.112629,0.278999,2.0998545,10.160217,26.981077,0.269244,1.7813835,1.4618552,25.763176,0.31363356,2.8323898,3.7296288,27.022453,19.414355929569922,0.5079147459290407
418,-4.6148057,38.502438,-0.020181078,0.2974248,-7.150494,36.440643,-0.046304327,0.4662478,6.557729,36.058,-0.025591213,0.5435324,-1.7358569,37.491898,16.64275521607418,0.47093377570064404
419,0.77406144,26.2612,0.425162,3.16987,9.236545,25.394608,0.47471234,3.2432652,12.458144,25.774628,0.43945065,3.1747012,7.4895835,26.278666,19.39956216461073,0.3868945195643993
420,-2.42865,19.956577,0.4104596,4.10383,-2.7786922,18.420414,0.5284969,6.115117,-0.13759267,17.934704,0.71445733,9.458199,-1.7816449,18.826805,22.59655067583357,0.4910728238604016
421,1.8468575,9.825754,4.44224,100.46311,-1.4460249,9.464718,4.9213543,117.66677,-0.89327013,9.6111765,5.121334,121.656235,-0.16414583,9.742005,28.356603215185046,0.7753574349063502
422,6.8167906,37.444744,0.008108834,0.07875633,-3.6087022,35.275948,0.032015115,0.19569468,8.395678,35.778774,-0.009957844,0.22781897,3.8679218,36.568287,16.820393488049184,0.14334973766077397
423,-1.8174499,21.258974,0.22843127,4.518924,-2.6332514,20.586302,0.24250944,5.0382776,3.9241726,20.605957,0.2686064,5.6793365,-0.17550959,21.022919,21.676641489970155,0.6366748130171974
424,3.4034147,29.379868,0.06397664,-0.0050275326,-1.9082865,28.843658,0.0851557,0.03395629,-1.4734803,29.161453,0.08462348,0.036087513,0.007215994,29.228521,18.814666342899265,0.09437665599169726
425,0.8440477,24.38632,0.34804758,4.17041,0.281313,22.389479,0.49045458,5.4283543,1.9159597,23.924809,0.47994158,4.1270247,1.0137734,23.592068,20.66747112846719,0.21587763670663718
426,-1.2100757,14.879758,1.0939248,14.214651,1.8747246,15.008803,1.0302885,12.894124,-0.6643409,13.837493,1.6207612,24.167133,0.000102635604,14.646589,24.816072996932643,0.6742137030164049
427,1.649846,12.540803,0.8032856,10.3768425,2.0205555,12.003315,0.9714577,12.838526,-0.15131943,11.871884,1.1855208,16.105347,1.1730274,12.179114,26.378387601031083,0.4042528366532732
428,4.713539,27.54914,0.1841669,0.7068472,5.8178697,26.633165,0.22780326,0.83753705,-0.17184044,26.152344,0.24659882,1.0454078,3.4531894,26.910635,19.461395460063642,0.24231086902391638
429,8.465591,36.675884,0.098132424,0.16226172,-3.6953723,34.511627,0.1723391,0.339602,-3.758413,34.417103,0.19018553,0.3817618,0.3372687,35.682938,17.081203326083568,0.22671011555296658
430,-2.3416212,22.540771,0.06519318,4.7747784,-2.9418411,22.04118,0.073347464,5.128433,3.9113178,21.408709,0.029762741,6.804327,-0.4573815,22.21892,21.194504725479142,0.6037414436785781
431,-2.1327465,22.772692,0.14340867,1.7884016,-3.5445316,21.148008,0.19421504,2.8741736,-3.2946749,21.22524,0.2170244,3.4015112,-2.9906511,21.73691,21.305406565006834,0.600585545784115
432,-5.512625,35.59757,0.004711217,0.8783176,6.8335943,35.200718,0.0046291826,0.84988,7.5435214,32.931263,0.070272215,1.2520018,2.9548302,35.111935,17.19105994606409,0.5128013397177865
433,-1.0305,22.80357,0.23800549,1.7157507,-1.879265,20.653778,0.3767435,3.238768,4.3109574,20.748678,0.4207404,3.6264138,0.46706414,21.599478,21.439907856254358,0.5948542943488208
434,-2.1385622,29.644514,0.13325912,0.53837776,4.52033,28.561962,0.16039394,0.68692255,4.0240765,27.744408,0.20907994,0.8369565,2.1352816,28.82046,18.91301151505641,0.4212950192068036
435,-3.3165698,37.220215,0.007893173,0.41892195,7.389185,35.390606,-0.007181728,0.52446723,-2.3796074,35.922005,0.03597116,0.59164476,0.56433594,36.50816,16.881967733945416,0.2810533298258323
436,8.6916895,31.67159,0.024715953,0.93849707,-2.5936108,29.47391,0.01716409,1.435473,8.273315,30.77602,0.069954924,1.0449243,4.790465,31.09576,18.17491289075281,0.5863593795924431
437,8.648994,36.614487,0.065098725,0.38001156,7.986294,35.565147,0.022814218,0.5068464,-1.8906809,33.60895,0.068085834,1.0988169,4.914869,35.612522,17.016808488209325,0.3020363225189788
438,8.075723,33.793304,0.16844374,0.6947479,-1.1031041,31.925606,0.19901197,1.0823317,10.533463,29.082247,0.25847107,1.8742566,5.8353605,32.0533,17.871744834116793,0.3583830532511867
439,-0.7125949,17.905142,1.0737207,12.413105,5.708102,18.041424,0.9921547,11.540275,0.95923436,15.568903,1.6647867,24.640736,1.984914,17.422863,23.252407955381564,0.5393425065483622
440,-2.6326194,35.06998,0.17552166,0.52696943,8.827234,34.217155,0.1597934,0.52864695,10.188553,30.703104,0.20976022,1.3445096,5.4610558,33.87519,17.421741467579487,0.35132434002611523
441,4.0262055,23.061836,0.22164425,3.033453,-1.455442,22.143047,0.3032833,3.62578,5.652662,21.82874,0.3761243,4.0095253,2.7411418,22.556568,21.00167617934509,0.5694048526690715
442,0.85125357,35.85405,-0.57585436,0.8488319,0.5091427,35.31668,-0.57830286,0.922034,-9.369837,36.045998,-0.56810164,1.0154872,-2.6698134,36.053146,16.96818909953493,0.26863120910931343
443,8.753714,35.476875,0.15617068,0.18686962,7.160663,34.525772,0.16461706,0.26519442,-2.6202667,33.38188,0.2192197,0.43345046,4.43137,34.836975,17.220285576404525,0.1124792930379545
444,6.1464043,37.520912,-0.2155263,0.072981596,-5.15305,36.004345,-0.09635703,0.09069657,-2.089488,37.000095,0.053414606,0.20535159,-0.365378,37.154797,16.730086408674005,0.057545399436809225
445,-0.9507715,19.968977,0.2640862,7.924608,-1.0880797,19.071053,0.30452937,9.4740715,-1.5118996,18.989544,0.24933025,10.660432,-1.1835836,19.349754,22.381075833039006,0.6884983849158619
446,5.3345065,40.78997,-0.18702789,0.027660131,-3.4719367,40.517475,-0.016432514,-0.05182171,8.7688465,38.573906,0.11882298,0.24849105,3.5438054,40.30369,15.990460381812206,0.2428684737069562
447,-2.005964,32.92335,-0.01149673,1.1178927,-2.6486325,30.754559,-0.019278351,1.6644678,-1.4001833,31.110483,0.13204686,1.3511648,-2.01826,31.614511,18.115410656993326,0.5205050451311408
448,4.1374016,25.81608,0.0023313733,2.0324306,-1.4974564,25.044603,0.06681275,2.1758957,-1.8735336,26.337002,0.0561498,1.3175626,0.2554705,25.88445,19.86960122696456,0.17131378395600627
449,10.609594,27.939768,0.08480993,1.9977341,8.959851,25.893696,0.115909524,2.8503838,0.37609038,27.504475,0.06645496,2.517686,6.648512,27.495369,19.098828764977917,0.2772756272341467
450,-1.817583,37.526962,0.26056132,0.11468768,9.264011,34.26072,0.304149,0.24776387,8.041466,32.750065,0.33720085,0.34912205,5.1626315,35.253696,17.094559519059878,0.060510906868328586
451,-2.6998,25.54788,-0.0755392,0.053294897,-2.974148,24.898092,0.009287085,0.17777228,-2.686942,25.038788,0.060425412,0.20778418,-2.7869635,25.163485,20.06243950966573,0.49881318680857567
452,-2.6090112,30.062422,-0.04429317,1.0517712,-3.333076,28.603628,-0.051355544,1.3487601,-2.7816017,27.916609,-0.081483126,1.9791851,-2.9078963,28.876404,18.876122834041844,0.47980794029189533
453,-4.775855,37.24596,0.05741334,0.20885134,-5.4668374,35.23346,0.09280838,0.29249,-2.7635307,35.666466,0.11034236,0.28876448,-4.3354077,36.077232,16.923872352218822,0.23035666555668333
454,8.119998,30.717144,0.22694676,1.0444355,-0.8796105,27.62226,0.28769425,1.9635983,0.9214787,23.838125,0.35355717,4.8094645,2.720622,27.809713,19.205506230916033,0.42462732070437004
455,2.9840884,33.402214,-0.029710917,-0.1520288,3.0678146,32.20122,0.08437621,-0.016614914,-2.810301,32.150543,0.12961079,0.0742054,1.0805341,32.705734,17.833587586755762,0.3457523233835453
456,-1.7998148,30.279718,0.21908338,0.28768635,-0.94050896,28.564077,0.26898423,0.46331024,-2.0560837,27.328463,0.29801822,0.7163131,-1.5988026,28.753525,18.943575196616177,0.28602147532259103
457,7.188173,34.88007,0.015555001,0.7642107,5.429764,34.335777,0.028111992,0.78011894,7.326053,33.618423,0.07366204,0.90322995,6.6479964,34.29285,17.266509478299636,0.4573077006069479
458,1.1285231,21.998093,0.08816236,0.2943778,1.8829527,21.123255,0.15596208,0.60290766,2.5259485,20.333368,0.22259781,1.0263567,1.8458081,21.170202,21.583413593861405,0.7065803059972411
459,0.014101725,40.946682,-0.24762447,0.1899414,3.3890224,40.115856,-0.20885862,0.16031814,5.134162,41.28549,-0.12236562,-0.019560099,2.845762,40.84097,15.887848173834625,0.09175193269331115
460,-4.037145,29.103403,0.021077195,0.30872345,-1.8901565,28.56659,0.022394892,0.3353474,2.8381782,28.46816,0.020645307,0.39067292,-1.0297078,28.85735,18.920148649831123,0.4399095205957506
