image,R_mean,R_std,R_skew,R_kurtosis,G_mean,G_std,G_skew,G_kurtosis,B_mean,B_std,B_skew,B_kurtosis,overall_mean,overall_std,psnr,ssim
277,-3.4992692,30.6505,0.28895354,0.7486682,-3.1658053,28.805101,0.33036393,1.0064435,-2.741341,29.003252,0.34630212,1.0578475,-3.1354718,29.499516,18.685717279033693,0.2511259821249108
278,3.087291,27.788134,0.042910796,0.27453327,4.4146104,27.038212,0.06759428,0.34007692,-2.306227,27.320412,0.079556495,0.4087131,1.7318914,27.537796,19.31507601310418,0.7235612764570988
279,0.13047323,24.075256,-0.046735376,3.3272362,0.5251437,23.739267,-0.07005558,3.474379,-5.4003863,23.495245,-0.09517891,4.04754,-1.5815899,23.924534,20.534995641459762,0.4300234664758002
280,-1.0643922,16.215773,0.56402683,8.909886,-0.8295741,16.453012,0.49021327,7.409437,1.7112942,15.908625,0.6228126,10.437227,-0.060890686,16.242699,23.91757887605356,0.7110416072612521
281,-1.3700501,19.648792,0.4877365,5.388505,-0.9347949,19.504658,0.47224,5.0450897,4.4911833,18.61894,0.61524034,7.7224617,0.7287795,19.446508,22.34787636438633,0.6742265252506056
282,-0.23459755,10.31994,2.59806,52.74188,1.0430694,10.205471,2.5987089,53.132915,-0.19852468,9.688237,4.1624107,97.67899,0.2033157,10.092459,28.049101784222792,0.9139023476286684
283,-4.30741,32.53671,-0.116512075,1.814848,5.856737,30.956839,-0.13721848,2.1176882,6.2482185,31.730661,-0.13336669,1.9836965,2.599182,32.12178,17.966469026728312,0.4463156931313352
284,3.8681245,26.980547,0.15061161,0.5153284,-0.91416717,25.925333,0.20595323,0.7157068,4.0800843,25.437227,0.2247571,0.8380568,2.3446805,26.223896,19.722279478916267,0.23465768909895324
285,4.725806,26.142721,0.18404232,0.5729592,5.2558513,24.499975,0.24398394,0.8873229,4.9791713,24.577753,0.25924015,0.9740114,4.986943,25.085833,19.973906325989383,0.21704979731272048
286,-4.077246,31.27816,0.065914005,0.8720007,-4.679905,29.629066,0.0555465,1.0190983,-1.8280336,29.104153,0.07093671,1.5606952,-3.528395,30.043163,18.51639707833223,0.5193184135367529
287,-1.6173887,19.8924,0.5002393,6.279007,4.2148385,19.360567,0.55746907,6.811906,6.1360693,18.75364,0.6413141,8.621013,2.911173,19.620106,22.182201160409235,0.7305318345076843
288,-0.7481322,28.126022,0.42168278,1.8016467,9.894377,26.712088,0.39282063,2.0547886,12.07656,25.514305,0.44442943,2.9665298,7.0742683,27.384634,19.100102447324087,0.35866347854188246
289,7.718981,37.51662,0.03369677,0.076184034,-4.9285636,35.61317,0.04259291,0.15208697,8.707438,36.28654,0.05324935,0.13203573,3.8326187,37.005108,16.719232780122717,0.3436235777551742
290,5.105334,22.661493,0.23286094,3.9600358,3.719754,22.187546,0.234516,4.277673,4.624993,21.961874,0.2772967,4.797062,4.4833603,22.27962,21.00025189371355,0.43872634302552255
291,3.8500109,32.367496,0.04905632,0.133852,4.917684,29.182785,0.1807511,0.60163355,4.417864,28.148048,0.22926782,0.9364698,4.3951864,29.956488,18.508490213932355,0.5947882754377312
292,-11.703543,38.085667,-0.25677946,0.729393,-12.154491,36.3738,-0.3328822,0.9414871,-2.9805074,36.51491,-0.2878902,1.03999,-8.946181,37.239742,16.466997888344174,0.15034648175885051
293,2.1039119,11.267823,3.6097023,71.895485,-1.0396945,11.049666,3.88291,79.67696,1.9258727,9.457585,7.353466,189.34203,0.9966967,10.71978,27.489703226967947,0.6939992438516892
294,-1.601906,16.13476,0.85702515,11.491381,1.3893832,15.830967,0.94072104,12.94126,-0.6581442,14.817168,1.2926494,20.503513,-0.29022232,15.654344,24.23661386040953,0.7600027234505135
295,0.6682594,14.914736,0.9099129,12.288776,-0.84578645,14.59742,0.9658555,13.359247,-1.0116303,13.936738,1.3876404,22.555311,-0.39638582,14.508396,24.8951752848542,0.6452178951464534
296,7.4039593,29.732092,0.17680387,0.8329022,8.137173,28.675522,0.17261186,0.93882823,9.27677,25.22685,0.34612566,2.6395354,8.272634,27.955072,18.83701028013572,0.3606143430811802
297,8.659312,32.82294,0.17904724,0.7421794,8.627338,30.404247,0.21875618,1.2206931,-0.17556277,27.0471,0.31761456,2.7077937,5.7036953,30.469429,18.30393916008162,0.4369220084163408
298,-0.77744335,12.895217,1.1298876,18.515656,1.1573302,12.542574,1.2518617,21.04168,-0.66108304,12.416517,1.5920374,28.795937,-0.093732044,12.650786,26.088214732967273,0.8040631489875926
299,7.333584,37.95048,0.028841456,0.24265027,8.457775,35.13502,0.07523762,0.44134188,-3.0077527,36.06693,0.12016523,0.43427563,4.2612023,36.766926,16.763710015338273,0.521323702270787
300,4.110419,24.29102,0.14442544,1.2900114,-2.3274107,22.40782,0.23388296,2.6462784,-0.7199908,21.21654,0.36316043,4.029855,0.3543391,22.83827,20.956494523182933,0.7770445317737668
301,4.6924286,18.480099,0.56938785,10.22782,5.2101746,17.421558,0.69579893,12.85411,0.9608684,17.667736,0.6040729,13.501804,3.6211572,17.962214,22.87059292496466,0.6148491040969812
302,-0.40351745,21.07246,0.49544963,4.773326,-0.26764724,20.510437,0.53611493,5.5890493,5.454239,20.330559,0.55658066,5.887023,1.594358,20.819986,21.735801403910816,0.4989243981688673
303,3.746048,29.660654,0.21639419,0.43117404,-1.5549283,28.215431,0.2652446,0.5765953,-2.5421894,27.776247,0.2854626,0.6987982,-0.117023215,28.69528,18.97452212027276,0.12459090991997541
304,4.106095,23.015297,0.2119787,1.2370582,3.24191,21.985882,0.2790304,1.7077317,4.5790973,21.787704,0.2975436,2.138225,3.9757009,22.276344,21.037750095138353,0.7190942417058372
305,-2.2951689,18.7944,-0.24564338,-0.10055828,0.79967564,18.584827,-0.2517928,-0.091344595,-6.6844535,14.201714,-0.6593914,2.126306,-2.7266488,17.593554,23.120653148602813,0.3618608177051466
306,-6.5452614,36.90708,0.041378587,0.26479554,-5.5209804,34.82743,0.07926454,0.39988208,-2.5598407,35.34069,0.11003988,0.2485547,-4.875361,35.74266,16.987005885784864,0.1296752732561621
307,4.856245,36.748787,-0.07475051,0.39826798,-5.6402125,34.999146,-0.03618567,0.5665777,-2.5627723,35.854057,-0.0026348103,0.5371039,-1.1155798,36.143955,16.965955235023976,0.3474557146071098
308,-4.427066,37.325832,0.07625131,0.301126,6.177817,34.874596,0.1052583,0.43703008,-3.3915935,34.878433,0.11578761,0.58546424,-0.5469475,36.029293,16.996687902834417,0.19267072026176033
309,-2.555723,36.105713,0.011600674,0.8546932,-3.2484615,34.978863,0.019945357,0.8533356,7.4729915,35.20334,0.05323976,0.86883855,0.55626905,35.769726,17.059441280151717,0.561162148164765
310,9.415678,32.45133,0.15568714,0.7117555,7.6040797,30.853542,0.19375977,0.9786427,9.337104,30.16416,0.18536416,1.2956796,8.785621,31.182278,17.920889688427934,0.3555954379394311
311,4.5005293,28.420029,0.0935977,0.49079323,-1.9343834,27.571718,0.119473785,0.64725256,-2.2969735,28.075367,0.13386622,0.5908668,0.089724176,28.197947,19.126410253815383,0.7126738922786888
312,3.853419,27.920942,0.25426787,0.7623513,3.7764008,27.138916,0.25996584,0.93263555,-1.7346565,25.290228,0.34542146,1.7390075,1.9650544,26.933437,19.501911164449204,0.40998260520819607
313,3.8113294,24.863354,0.059424587,0.62331367,2.6373558,24.507496,-0.022277342,0.70056367,3.729162,24.245605,0.060296815,0.9461918,3.3926158,24.545956,20.24902193661039,0.5127268320938111
314,-5.8754616,35.1385,-0.0607104,0.9465463,4.827738,34.35935,-0.027577527,0.8589544,-5.460285,35.016575,-0.03444194,0.9723129,-2.1693363,35.189793,17.18599616506452,0.629565798612295
315,0.36479437,16.356268,1.2612032,17.354643,-0.11143889,15.739673,1.3998457,19.582636,6.7979083,15.414005,1.5487034,22.973724,2.3504214,16.151781,23.87538851127821,0.561311701954612
316,5.8599715,18.534271,0.9408243,10.2107115,5.4530873,18.124172,1.0185512,11.185619,6.0101566,17.514091,1.1334535,13.6474,5.774405,18.063908,22.572020729976042,0.49746551159667657
317,6.505791,37.662666,-0.018267289,0.27542067,-2.7044592,34.72906,0.024560567,0.5388527,-1.2410676,34.80298,0.039730057,0.66626906,0.85342145,35.985306,17.00585784242826,0.5638221442882688
318,5.2924037,17.623344,0.8347642,8.232373,-1.2263136,15.755258,1.3918024,16.588045,5.140508,15.104588,1.689108,22.4093,3.068866,16.478706,23.64427033857169,0.23364273902363486
319,-3.8884594,30.27269,-0.069685355,1.1132636,6.2375903,28.894836,-0.11516994,1.4044738,-6.2155967,29.251259,-0.041768808,1.5642786,-1.288822,29.97033,18.588949721137535,0.23339511789488773
320,3.8926778,29.885029,0.06388507,0.6176584,3.0907898,29.215504,-0.003694433,0.7431669,4.344372,27.504469,-0.032077167,1.4893632,3.7759464,28.890385,18.842176874932356,0.5697322684039908
321,7.8979926,28.915833,-0.33368334,2.5454879,8.157,27.504435,-0.3583849,3.028246,0.24101989,28.270967,-0.45746997,3.2562327,5.432004,28.474081,18.886563580436302,0.360519841577802
322,-1.5467277,10.576001,1.6941316,31.577953,1.7800672,10.026696,1.9250199,38.070168,1.3970026,10.160751,2.5916176,52.480732,0.5434474,10.3642645,27.808109713724196,0.8496988139181326
323,4.8948054,23.233217,0.19241467,1.0131812,5.188997,23.456758,0.18037687,0.8689909,4.90152,19.769068,0.47102943,4.7171254,4.995107,22.217667,20.98268080301393,0.4167079075269031
324,-3.8880389,24.044127,-0.07108543,2.870069,1.9952493,23.315561,-0.032653235,3.0789948,1.86709,21.721933,-0.08419199,5.7921495,-0.008566516,23.210354,20.817167867450245,0.4964202039202478
325,-2.828564,36.396408,0.013337633,0.42368293,7.0870643,34.49038,0.0059734317,0.47802663,6.471959,34.213684,0.06207982,0.6499429,3.57682,35.339275,17.121386627121716,0.3646454825350751
326,-1.5912228,24.630905,0.33458796,2.085166,-1.6367787,22.06855,0.4713858,3.9067678,-0.55571586,21.179558,0.55621,5.1692,-1.261239,22.679092,21.0048792497103,0.42281149055743716
327,9.442855,29.248915,0.34576866,1.583477,-1.3865339,28.898561,0.38842416,1.609746,-0.083008826,26.459866,0.40851945,2.982009,2.6577709,28.63946,18.954265639196294,0.45249063438306397
328,-0.71169865,29.372854,-0.2232695,0.5600169,-5.228769,28.889582,-0.21979204,0.6459639,-5.281129,28.997372,-0.23389773,0.65131354,-3.7405322,29.16609,18.762388342703318,0.2516210298640681
329,3.653623,21.757069,0.31784922,3.5351777,3.045366,21.728584,0.31692007,3.343203,-2.399419,21.18272,0.37911376,4.3902383,1.43319,21.728838,21.37122037091533,0.7734788722225593
330,7.267127,32.969433,0.105357334,0.32529855,10.096106,30.818579,0.16429521,0.4676442,8.70065,31.57679,0.17699175,0.49348068,8.687961,31.82171,17.76410780776998,0.14661154423904274
331,-1.7545617,34.23289,0.052416943,1.0256486,9.377437,32.847477,0.097499594,1.0639896,-1.4340571,33.30302,0.0699012,1.1462941,2.0629394,33.86366,17.520038221513968,0.3197163595148261
332,-3.4908268,36.067062,0.13753448,0.11639953,-3.3614542,34.685017,0.18699333,0.18525219,9.263736,35.099415,0.18139018,0.16809368,0.80381835,35.792065,17.05287823468322,0.11658449001403116
333,5.2996025,35.41875,0.012774426,0.7473624,4.331946,34.440197,0.027784996,0.77759886,-5.0519233,34.429325,-0.0012213245,1.044723,1.5265416,35.077896,17.221915944751267,0.5179060922396058
334,-8.132541,41.45918,-0.17210065,-0.21880317,4.8112164,39.499825,-0.08284497,-0.23164392,5.5538907,40.96755,-0.020227192,-0.17478037,0.7441887,41.13356,15.845455843252584,0.26061744560668215
335,5.6557083,31.778894,0.016248383,0.6886091,-3.6017077,30.022026,0.03687766,0.9435146,8.738931,30.73199,0.048689276,0.8842058,3.5976436,31.295233,18.16422241178556,0.4287940379204205
336,8.073186,36.69446,0.18741071,0.20378184,-4.2809067,33.61615,0.2653574,0.37154412,-2.8894665,33.04708,0.31500864,0.45762634,0.30093774,34.929543,17.266623579637304,0.1126793130312994
337,-2.363583,34.044468,0.05237836,0.79402924,-2.1521254,32.685364,0.10401911,0.91601896,-2.9228933,33.625534,0.11318378,0.83072877,-2.479534,33.458195,17.61696676783246,0.13033319297004053
338,5.33357,22.30705,0.3531825,4.121003,-1.9418646,21.31446,0.412588,5.3515463,4.761088,20.705935,0.42536584,6.75673,2.7175977,21.705423,21.331886490951337,0.5868114341020363
339,-3.7895868,29.896088,-0.02326335,1.4545603,9.034944,27.619717,-0.034684226,2.1014175,-1.0088582,27.893896,-0.09441959,2.4153833,1.4121662,29.01563,18.867888403531378,0.42275732006682426
340,9.45328,34.051456,0.009305057,0.7237141,-4.2657957,33.09201,-0.0021963303,0.8996246,10.839078,31.217293,0.09646561,1.2128634,5.3421874,33.508865,17.518605260878605,0.5938448444693089
341,6.626247,36.780884,0.13000464,0.49319887,-2.5366735,35.622017,0.13193528,0.62756205,-2.3891587,34.821007,0.14541587,0.8701973,0.56680495,36.006252,17.002169471610312,0.38467928603290863
342,-1.7371827,27.603418,0.40366054,0.88364625,9.174648,25.514399,0.42110902,1.4557405,8.109819,25.321682,0.51727796,1.734992,5.1824284,26.623981,19.463831503765693,0.11570261988648635
343,3.238258,27.711393,0.031226048,0.72165775,-2.1707268,27.658052,-0.014242313,0.7045727,-1.4416014,26.810455,0.038340546,1.3037925,-0.12469006,27.501026,19.343735844494475,0.4814496902449905
344,-0.86664283,21.931087,0.27723786,5.009679,4.9955764,22.73541,0.25396758,3.4654646,5.806477,22.065054,0.28801167,4.6988354,3.3118036,22.444422,21.015092602177642,0.5660705820439299
345,1.9221951,33.729916,-0.34608123,1.518301,-8.740202,32.294598,-0.4746921,1.7620897,4.3563466,33.04442,-0.4421178,1.5947828,-0.82055336,33.5143,17.623596971001785,0.08047332224930771
346,4.491151,21.495045,0.29308337,3.3415318,4.508719,20.721207,0.32085192,4.0744395,5.9187512,20.528788,0.45880103,4.492214,4.9728737,20.929873,21.476973183962617,0.5972699850091888
347,-0.19636731,19.447557,0.49194682,9.650998,4.668816,19.526295,0.4991308,8.955202,0.09674777,18.45397,0.54259247,12.6552515,1.5230656,19.27796,22.402558408703612,0.4766408399078516
348,-2.8872786,31.634666,0.15168887,1.5246229,-4.5261407,31.353743,0.16655539,1.3699203,-0.7412872,30.571432,0.10570523,1.9521928,-2.7182355,31.228336,18.207045589714667,0.452107911239145
349,-2.88103,25.944923,0.14834239,0.8735118,4.32134,24.17793,0.20525654,1.3925939,4.2878785,23.861094,0.2532336,1.9363837,1.9093962,24.909744,20.177975591089886,0.1758171233703938
350,5.5138273,32.858566,0.07020243,1.1854358,6.359502,31.348194,0.060726874,1.4539099,-0.6575934,29.261763,-0.032306362,2.7336226,3.7385786,31.347473,18.145415553525723,0.504204353621677
351,1.1506224,30.934408,-0.05886516,0.624979,2.1872997,30.314135,-0.059206314,0.71498847,-2.583646,30.000998,-0.0360066,0.87729526,0.2514254,30.48791,18.447955059583776,0.6962981705298015
352,-1.7121234,21.86037,0.4094099,3.6741023,4.468244,20.780653,0.4677261,4.6604414,-0.2401673,19.699667,0.5259264,7.3848543,0.83865106,20.965307,21.69383502020225,0.644984496386945
353,3.1919296,29.75582,0.034389623,0.81036615,-3.3324378,29.311117,0.006448183,0.9620261,3.015124,29.227274,-0.018122643,1.0444422,0.9582053,29.588366,18.703832017292736,0.23839868319798332
354,1.0284748,19.22423,0.20313028,1.9290633,1.6545621,18.728382,0.23451087,2.7646718,0.3215675,18.24316,0.35744688,3.5448232,1.0015348,18.744118,22.661122676296344,0.7407967787238213
355,3.6944132,28.67037,-0.1642227,0.19242406,-4.5079885,27.44817,-0.3660937,0.42946935,-11.958167,24.306458,-0.3484815,2.369708,-4.2572474,27.621199,19.20398837097792,0.35923598428735987
356,-2.912705,34.006065,0.09692531,0.42816186,-3.577992,31.334068,0.15449928,0.6270735,7.7156153,30.965313,0.17054468,0.6170726,0.4083061,32.544346,17.880609074705585,0.08219150937196505
357,6.7687407,34.69512,0.0061337906,0.6472626,-3.8647354,33.085842,-0.0088474415,0.974242,-1.7943844,31.302717,0.10071594,1.3583927,0.36987364,33.37587,17.661618675894584,0.5136810286367857
358,5.748744,20.651089,0.39407477,5.5391703,-1.7083391,20.373472,0.41662467,5.806672,4.763539,21.179186,0.44454098,4.4668016,2.9346478,20.999405,21.602664519068576,0.6620012045767366
359,-8.341732,37.34738,-0.13245276,0.119360924,-5.567841,35.833496,-0.0829377,0.1492436,5.2180834,36.62452,-0.061014675,0.083850384,-2.8971632,37.07135,16.723591649062463,0.4562724343376228
360,9.313805,31.698767,-0.040859465,1.569706,-2.494598,30.946388,-0.014193395,1.6595392,-3.3428771,31.005375,-0.06491266,1.8952088,1.1587766,31.748705,18.09050212421599,0.5741250988188681
361,-1.4570587,26.09841,0.34119782,1.2222853,4.628326,24.253405,0.41729975,1.7438927,4.5170608,23.377468,0.469959,2.4082246,2.562776,24.766277,20.207332740723793,0.1572082509238402
362,-3.1488674,29.429718,-0.024407536,0.6786349,2.2504187,28.73195,-0.054425187,0.83397126,-2.6572022,28.740236,-0.059923753,0.9735739,-1.1852169,29.071527,18.854234708647752,0.2325807675109516
363,-1.7668698,24.467812,0.08937155,1.1143136,-2.1824577,22.98026,0.15955576,1.6543808,-2.2941718,23.283564,0.19062981,1.7458773,-2.0811665,23.587038,20.64365628776838,0.5125253236801534
364,-0.6663977,12.807099,2.4313312,42.421776,1.8013879,13.386227,1.9851367,31.615135,-0.87383443,12.234595,2.9216366,54.76045,0.08705193,12.875405,25.935387110157627,0.7788456521974937
365,3.6994495,38.500164,-0.18761395,-0.25081778,-4.998989,38.365494,-0.04030363,-0.21877408,5.305034,38.490414,0.009423084,-0.16318011,1.3351649,38.717598,16.367474021423426,0.246981897689628
366,4.9077053,25.537605,0.05715805,2.0439024,-2.6171458,25.330318,0.07232364,2.191338,5.2423716,24.2208,0.08159626,2.9734855,2.510977,25.297853,20.02655363366532,0.5252739563702129
367,0.98707503,8.411953,6.6742716,166.27364,2.2093136,8.103804,7.093541,181.26073,1.5993553,7.853363,11.76254,345.1349,1.5985813,8.141557,29.75236909808283,0.8351995551518895
368,-4.8088517,34.410015,0.006598557,0.72340536,-4.568025,33.64831,-0.027185934,0.7567308,-2.5855381,31.55542,-0.0047138315,1.3607693,-3.9874716,33.24144,17.635161523542457,0.5469886282048377
369,-6.786648,37.053574,-0.087247886,-0.018225193,-5.339434,35.05104,-0.05223585,0.0022361279,5.5030646,36.451553,-0.08549792,-0.016343355,-2.2076724,36.608234,16.84346214224543,0.5200281097748716
370,3.8010364,31.216932,0.1489523,0.38443637,4.783874,30.28178,0.20588842,0.5004313,4.1955676,29.457804,0.24755786,0.6603596,4.260159,30.330044,18.408495177601235,0.13401949529007356
371,-7.419614,40.89157,-0.077666394,0.15465236,4.3555055,39.42807,-0.08110452,0.25135422,-3.814003,40.30101,-0.033875443,0.15361261,-2.2927039,40.511986,15.965245831340134,0.4942674829613581
372,-1.5557382,26.21553,0.040357433,0.71511745,4.665412,25.417765,0.08731022,0.776917,-0.82984644,25.725111,0.15379493,0.9230323,0.7599425,25.937366,19.848559943601327,0.2576635352044154
373,-5.931645,39.16205,-0.1368257,0.4015584,3.832649,37.611423,-0.20773649,0.5951307,7.3784785,37.88298,-0.13258956,0.50886273,1.7598276,38.636898,16.381757789353887,0.5257292450082094
374,-1.3576667,23.509684,0.38054138,2.1473737,-1.150796,21.592016,0.49683976,3.5088649,6.7146935,22.148514,0.45717946,3.0875149,1.4020768,22.743748,20.977089297877388,0.3302367674085099
375,-2.9067824,22.704233,0.23777062,1.7413135,4.4165916,20.776981,0.30746758,2.7582316,-0.97036374,20.841835,0.3806589,3.4077754,0.1798152,21.682154,21.408456137699503,0.6316208026069264
376,7.6495175,32.246483,0.022882527,1.4720068,9.92381,30.366785,0.01935858,1.8643484,9.598228,30.693632,0.033965573,1.9156809,9.057185,31.129309,17.91450176467222,0.5712157245584717
377,5.8810506,38.243248,-0.14865017,-0.07821131,-3.5670881,37.12427,0.02122688,0.013880491,6.630641,37.797,0.046826344,0.068090916,2.9815345,38.008682,16.506506566016096,0.11443586044277239
378,-3.194601,24.192616,0.11044766,1.1564994,-2.10718,23.967648,0.10597839,1.1766348,3.841489,23.591913,0.1026362,1.540278,-0.48676407,24.117773,20.482290811696426,0.48556125610282247
379,-4.0028486,41.000645,-0.019591132,-0.03820443,-6.318773,38.57786,-0.0115838805,0.071229935,4.861142,39.15962,-0.006358116,0.108899355,-1.8201597,39.884922,16.105593235889934,0.2538827066065332
380,-0.5115704,30.879202,0.10419091,1.5828109,9.094972,30.070038,0.09073011,1.7084789,10.750219,27.90906,0.2081017,2.4077516,6.44454,30.058825,18.376186337213763,0.49846076686974966
381,9.9159,31.317493,0.3062038,0.8088355,-1.0263854,28.831877,0.39410412,1.2903552,-1.314259,28.717567,0.40004244,1.4210777,2.525085,30.103924,18.527892667237033,0.12377436447393346
382,10.212457,27.23581,0.18746454,1.9829988,7.412112,26.917534,0.20410666,1.9972496,10.455406,26.191944,0.18847607,2.6882071,9.359991,26.820898,19.0622296196876,0.43693830587204463
383,4.1646395,23.249313,0.20235106,1.2558527,-2.1548893,21.599102,0.2894166,2.1012359,-2.2013354,21.995298,0.29661652,2.0949073,-0.0638617,22.491972,21.090218138521728,0.3755629276628529
384,-2.8419127,31.623055,0.010498254,1.3993821,-0.7241836,29.515509,0.053506114,1.8389001,-1.2611496,29.954342,0.014822573,1.8871546,-1.609082,30.391167,18.463698430517827,0.3891153595607748
385,10.827724,29.492125,0.4049785,0.75045824,11.254166,26.359568,0.5200941,1.4418039,11.934727,26.194405,0.5966187,1.7217665,11.338872,27.39454,18.69076214826531,0.12030130650061065
386,-2.0245025,25.032671,0.13930355,1.0053573,-2.2396715,24.077595,0.12664625,1.2049079,3.3192995,23.960907,0.14897013,1.5366378,-0.31495818,24.49711,20.34778879421539,0.6018446409405308
387,8.756759,31.91552,0.015788948,0.5024977,6.602344,30.95517,-0.062188417,0.664011,-1.4665936,30.581556,0.015386922,1.0225472,4.6308365,31.465023,18.081177449342576,0.314306349562717
388,-2.2990546,27.67998,0.18691836,1.8137531,-0.5440144,26.438501,0.26471236,2.1093946,8.49165,26.691376,0.27650103,1.9865742,1.8828603,27.353607,19.36998276491608,0.2953091090513174
389,-4.666268,36.29377,-0.08121074,0.46664357,-4.1060786,33.989494,-0.078728415,0.664649,8.828475,35.004654,-0.035948936,0.53998065,0.018709488,35.657745,17.087724997306122,0.49987549542553955
390,-3.7268481,34.816715,0.025142668,0.63626647,-4.783283,32.61367,0.040582046,0.8491671,-4.1449285,33.850533,0.033697248,0.82642937,-4.2183533,33.77514,17.491638705425427,0.36783624983628616
391,6.4399977,32.18086,-0.14627571,1.7287016,6.439905,30.807905,-0.19190845,2.1421876,-3.1011143,30.8868,-0.272554,2.5355306,3.2595963,31.619705,18.08573848165641,0.48612136492508257
392,-0.985504,23.351513,0.31147596,2.2167487,-1.5876671,21.85735,0.38361305,3.3909354,-0.7397872,20.642937,0.4825734,5.233284,-1.1043195,21.981419,21.278741581879608,0.5775798324392883
393,-5.4256215,34.457886,-0.0014227775,1.1024985,-3.7878125,33.69536,0.020524863,1.1312828,5.397092,32.710663,0.019378254,1.3339877,-1.272114,33.964535,17.50420177776835,0.4660737409843452
394,-7.404093,39.380806,-0.11834695,0.1641376,-5.6085835,36.964073,-0.075698406,0.3242371,-2.9972227,37.128952,-0.050839417,0.40170908,-5.3366327,37.883907,16.476372243686022,0.297510827708769
395,-0.2265879,25.308624,-0.06494112,4.6464186,7.9839826,24.578552,0.056945324,4.793833,9.344016,24.689013,-0.032551117,5.118331,5.700471,25.217712,19.8802550273629,0.5288589204983994
396,5.292982,18.271614,0.6925485,6.746505,5.8954954,16.372093,1.0556142,12.957158,0.4172767,16.0917,1.2120739,16.127333,3.8685849,17.116161,23.246298931564148,0.49951681571628354
397,10.405602,28.42095,0.25484213,2.0124183,8.887526,27.159058,0.28265882,2.4502902,0.42145124,25.296288,0.35554653,3.753096,6.5715265,27.344437,19.149570604944056,0.3128156925024593
398,3.9362063,23.21933,0.270593,2.789092,4.579389,21.804361,0.32261306,3.9025965,4.9326396,21.428537,0.35518318,4.9659505,4.482745,22.167995,21.04221948238076,0.503994095066616
399,0.07258471,28.670996,0.1970951,1.5180564,-1.7866642,26.967934,0.1980495,1.9499216,0.64932466,26.048616,0.32182142,2.5408487,-0.3549183,27.270662,19.41615445547693,0.46537289980752683
400,3.7619617,34.92388,-0.019626126,0.9284637,-7.5186563,34.25222,-0.011812943,1.0125299,-6.795291,35.450615,-0.0151306465,0.9567189,-3.5173285,35.25801,17.142640202920333,0.3868506712022037
401,2.255393,29.693981,-0.0044968016,0.2976508,4.0804653,29.437304,0.007823815,0.2419765,4.2399764,28.993359,0.006027245,0.46379876,3.525278,29.390099,18.704743750854348,0.4588427522736422
402,-2.8685136,22.731491,0.0047857435,2.364159,-1.2379347,21.610136,0.024897361,3.309711,-2.3748548,21.640305,-0.011489934,3.6619601,-2.1604342,22.010754,21.236464712428177,0.21990461836295863
403,-1.0251427,18.151838,0.42267004,3.8362594,-1.8516489,19.205952,0.22383776,2.463388,2.2769394,15.623538,0.899842,11.765498,-0.19995075,17.813824,23.115113862053306,0.6082434475612476
404,3.3911228,23.108728,0.17500906,2.2069578,4.015792,21.649254,0.22940817,3.4646502,-0.70904535,21.546434,0.32643485,3.8269424,2.232623,22.212065,21.15536779045286,0.675230370734254
405,0.6110741,30.269495,0.11487791,1.3530097,9.64422,28.574375,0.17083926,1.4488463,10.81835,29.200249,0.13807458,1.64114,7.0245485,29.708471,18.43693534957446,0.4585009201084487
406,4.7353415,20.763216,0.41354573,3.4011288,-0.3551446,19.67215,0.5172988,4.9943137,-0.55144686,19.129217,0.61074036,6.4489098,1.27625,20.01665,22.085356468573583,0.7052772317467877
407,-5.1173196,32.123653,-0.06889334,0.20217061,-4.8004866,31.060432,-0.038620763,0.23728275,-3.4411461,30.658339,0.009866672,0.2856109,-4.452984,31.295364,18.134154084954858,0.457789726072994
408,-0.21247602,16.429403,1.1477063,14.831287,0.74739754,15.260015,1.4011134,19.818087,0.5924574,15.209581,1.5684636,23.393541,0.37579298,15.64881,24.238673067887525,0.6068872239343622
409,5.966222,36.75823,-0.10085,0.034888983,-3.5861967,35.33633,0.01036152,0.12950563,7.3006763,37.114193,-0.0073800404,0.003784418,3.2269006,36.732388,16.796432959938826,0.1155875177086006
410,1.7060354,13.304136,1.2197523,17.421745,2.1473145,13.899775,0.820354,10.567596,-1.2124466,12.548632,1.7835835,29.616467,0.8803011,13.345894,25.604995983894213,0.8046279063202214
411,-2.163093,25.081348,0.107245766,1.4905705,-3.2551277,25.061356,0.08340324,1.3550763,-1.8919897,24.926872,0.11218893,1.6128125,-2.4367368,25.030222,20.120543838587253,0.7094978506281828
412,10.036902,31.524446,0.25464508,1.2573447,9.442041,29.948017,0.23823516,1.7633996,2.1583302,28.50217,0.19265045,2.7750626,7.2124248,30.2299,18.281634766329297,0.2683322508881389
413,6.6185665,18.790573,0.611938,6.505246,5.792896,18.436443,0.6515533,7.0962954,-0.029802939,18.782238,0.658313,6.702691,4.1272197,18.903463,22.39773704640345,0.4280179750785393
414,1.1262641,30.354248,-0.035933845,0.72998214,1.7622156,28.710295,-0.0063085565,1.0201197,-2.6360023,28.891987,0.02199675,1.1220655,0.08415916,29.392231,18.766117308020437,0.4996897423934734
415,-0.8087086,33.942944,0.12764902,0.7810478,10.796668,31.585281,0.14633413,1.0558372,11.082779,33.194523,0.08543818,0.8800514,7.0235796,33.385067,17.47167209910246,0.27291014813328246
416,-7.8171625,35.679413,-0.036100436,0.9010534,1.6252704,33.845493,-0.032980528,1.0611267,-6.2412243,33.724247,-0.10543343,1.3854079,-4.144372,34.674862,17.268908113126933,0.4951981323848263
