image,noisy_psnr,denoised_psnr,delta_psnr,noisy_ssim,denoised_ssim,delta_ssim,runtime_seconds,severity,severity_group
138,18.70237426246487,23.70885283429224,5.0064785718273725,0.4371553840726112,0.6899202147286357,0.2527648306560245,0.1720681000006152,1.127867272606929,High
139,20.44035511135541,24.518492472091392,4.078137360735983,0.3706802490439691,0.6076633984213379,0.2369831493773687,0.1701791000086814,1.0781293774855822,High
140,19.480681842159285,24.02782498779224,4.547143145632955,0.5878644068795098,0.7892248048163096,0.2013603979367998,0.174988899991149,0.9535733608060616,Medium
141,18.24587033528105,23.12319333748213,4.877323002201081,0.5518378270839807,0.7425915855329195,0.1907537584489388,0.1724758999916957,0.9236295392928098,Medium
142,16.540667883209043,20.96985192634287,4.4291840431338265,0.608621007437767,0.7846920547167532,0.1760710472789861,0.1740951999963726,1.1972456537349856,High
143,21.235107308422755,24.256408789832907,3.021301481410152,0.702410494529432,0.802833249104245,0.1004227545748129,0.1742047000007005,0.734708339088579,Medium
144,22.003212242136225,28.034384758961124,6.031172516824899,0.4024261158098859,0.7538732532377234,0.3514471374278374,0.1923442000115756,0.805391122657412,Medium
145,21.42214358214963,24.891637011346187,3.4694934291965573,0.7548447474033008,0.8670996403738416,0.1122548929705408,0.1728578000038396,0.7088599766245179,Medium
146,18.798012225140564,23.203117707011565,4.405105481871001,0.571465300349756,0.7585946338731563,0.1871293335234003,0.1746423000004142,0.9449790615071056,Medium
147,19.539780661154477,26.54522457792512,7.005443916770645,0.4078920081802049,0.7435815887194316,0.3356895805392267,0.1744933000009041,0.8730086449612332,Medium
148,20.71526120592857,24.60720499323406,3.8919437873054896,0.62978678977476,0.7877214000254003,0.1579346102506402,0.1810607000079471,0.8917063584030827,Medium
149,26.860215321567637,31.327747979452624,4.467532657884991,0.6209081847455932,0.8232217706196375,0.2023135858740443,0.1756924000073922,0.4602984086763455,Low
150,16.32848365824945,22.934788329011788,6.606304670762338,0.3351859648974352,0.6620226045330487,0.3268366396356135,0.1757226000045193,1.1536612292538662,High
151,28.01025394074093,30.63911022128186,2.6288562805409263,0.7865798653703041,0.8849264590881342,0.09834659371783,0.1719440000015311,0.500010721805474,Low
152,16.66941554410935,23.052424254383183,6.383008710273835,0.2109948843936424,0.4499161798619187,0.2389212954682762,0.1923654999991413,1.2364336982652373,High
153,20.382153416066963,23.978482474767887,3.596329058700924,0.7341881365397619,0.8561383405704689,0.121950204030707,0.1776570000074571,0.8384285502012804,Medium
154,16.104580320764036,21.75926449343704,5.654684172673004,0.3845735056083382,0.6167153713941639,0.2321418657858256,0.1792274000035831,1.198542994603832,High
155,20.56038305964828,24.6430394054512,4.082656345802921,0.3169144670496137,0.5237313478579587,0.206816880808345,0.1833580999955302,1.0246066748716398,Medium
156,17.587081933918146,22.67702562736407,5.089943693445925,0.4007422647038648,0.6758093524986091,0.2750670877947442,0.1938750999979674,1.2453809585712114,High
157,20.104430723705136,26.51581244308008,6.411381719374944,0.4385343947032774,0.7808240867078217,0.3422896920045443,0.175650899996981,0.8299840439141601,Medium
158,19.62899496743914,26.060147658197277,6.4311526907581325,0.412776307899256,0.7109719963170789,0.2981956884178228,0.1742347000108566,0.9137432197311388,Medium
159,20.07121486619318,23.23573733922125,3.164522473028072,0.6568033235873592,0.7886811593691171,0.1318778357817579,0.1733291999989887,0.9404761893460432,Medium
160,19.95593964534976,26.851491468071234,6.895551822721476,0.4298396768895551,0.7798445438576876,0.3500048669681325,0.1738583999976981,0.8169362328038237,Medium
161,18.569145682760727,29.029672511607014,10.460526828846293,0.1025806339603753,0.6935264694237459,0.5909458354633705,0.2213979999942239,1.1844240376429012,High
162,18.56570100763512,28.80418406333133,10.238483055696214,0.1435623720351102,0.6583257320540947,0.5147633600189845,0.1809317000006558,0.9094057265483856,Medium
163,16.93961984753032,20.15665298128306,3.21703313375274,0.6669520226382902,0.7607957657552209,0.0938437431169306,0.1739683999912813,1.1070479320465971,High
164,17.241362800670466,23.08054580662781,5.839183005957345,0.4131923729718527,0.7038539117396985,0.2906615387678457,0.209989900002256,1.1545332649081226,High
165,26.999432447357155,28.40580008474988,1.406367637392723,0.8983111560484979,0.9317356048965388,0.0334244488480408,0.1836519999924348,0.442533699908324,Low
166,18.4019940077978,23.87452278855761,5.472528780759809,0.4043092668958628,0.6948483217083915,0.2905390548125287,0.1838824000005843,1.1448733643800322,High
167,18.91090917149024,24.595893524945943,5.684984353455704,0.3748629390658249,0.6952947180551942,0.3204317789893692,0.1791621999873314,1.0805257419771188,High
168,16.364426319020005,21.70167041830522,5.337244099285215,0.4285724958376015,0.638849289390868,0.2102767935532665,0.1754110000038053,1.1009979581608342,High
169,18.49308432795628,23.469939260446157,4.976854932489875,0.4049656026150277,0.6758712458023095,0.2709056431872818,0.1744054000009782,1.2530329633313029,High
170,20.33978715553661,29.121456822975613,8.781669667439001,0.1910154802913397,0.7067315399832488,0.515716059691909,0.1854010999959428,0.7134492473678666,Medium
171,17.306405110877535,24.175898374273576,6.869493263396041,0.3195252836154704,0.6716876761339873,0.3521623925185168,0.1792657999903895,1.1686397221659737,High
172,20.299120510694287,24.60352260889553,4.304402098201248,0.4390838375424593,0.6883979824408734,0.249314144898414,0.2981044000043766,1.063894557316749,High
173,21.491458580044277,25.05275035737784,3.5612917773335653,0.6858849271291635,0.8341812915657288,0.1482963644365653,0.2035915000014938,0.7827810643832493,Medium
174,23.34330612771964,25.08332738317209,1.7400212554524508,0.8525918735262636,0.8913170433383071,0.0387251698120434,0.2020657999964896,0.557401101866843,Low
175,19.7689853095789,27.46616441260304,7.6971791030241405,0.3180688182545878,0.7190286681643526,0.4009598499097648,0.1882307000050787,0.8376238139495679,Medium
176,27.61862188238281,30.695242321442905,3.0766204390600933,0.8381866978668323,0.9169869855742816,0.0788002877074491,0.1880055000074207,0.4553655044736483,Low
177,17.251894159536104,21.02962223505387,3.777728075517768,0.6052940663839784,0.7290586079850576,0.1237645416010791,0.1768009000079473,1.2112735731222304,High
178,20.783720818371314,25.159757416696955,4.376036598325641,0.5712151805013336,0.7845436751331749,0.2133284946318413,0.1790477000031387,0.8833570808092257,Medium
179,19.37866561869296,29.0995625876312,9.72089696893824,0.2207791501877227,0.7153645013076098,0.494585351119887,0.1767316999903414,0.8643504145368186,Medium
180,19.16841904678052,23.9522379985507,4.783818951770179,0.4846133295194401,0.7159085844445586,0.2312952549251185,0.2127039000042714,1.099215020096888,High
181,18.861817951993096,23.84737052344486,4.985552571451763,0.469563681879805,0.7099786071122304,0.2404149252324253,0.1947596999962115,1.1904881823628988,High
182,26.35909699025748,30.22273347839593,3.863636488138457,0.7014548637373458,0.8380453227981044,0.1365904590607586,0.2053193000028841,0.4726143285759356,Low
183,15.756921181227456,20.72016392916117,4.96324274793372,0.4486892001765242,0.6420178765073062,0.193328676330782,0.1807165000063832,1.1926611187001095,High
184,19.642234544135796,22.64780197435478,3.0055674302189885,0.7286567533941354,0.8037031445514032,0.0750463911572678,0.1911795000050915,0.8327184568916745,Medium
185,22.419673490856155,27.04961851329721,4.629945022441056,0.6007969931028829,0.8076282956092449,0.2068313025063619,0.1988128000084543,0.6893032889418917,Medium
